host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_identity_verified,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,price,Host_response_time,Host_reponse_rate,Host_acceptance_rate,Host_is_superhost,Host_identity_verified,Instant_bookable
within an hour,98%,0%,f,Roxbury,t,42.31676,-71.08,Other,Private room,1,1.0,2.0,1.0,91,1125,0,0,4.33,4.67,4.5,5.0,5.0,3.67,4.17,,f,$38.00,Fast,0.98,0.0,False,True,False
within an hour,100%,100%,f,West Roxbury,t,42.27242,-71.16573,Other,Entire home/apt,2,1.0,1.0,1.0,2,365,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,STR-563142,f,$164.00,Fast,1.0,1.0,False,True,False
within an hour,98%,0%,f,Roxbury,t,42.31676,-71.08,Other,Private room,1,1.0,2.0,1.0,91,1000,0,0,4.84,4.88,4.86,4.94,4.95,4.845,4.72,,f,$35.00,Fast,0.98,0.0,False,True,False
within an hour,100%,100%,f,Beacon Hill,t,42.35792,-71.06432,Other,Entire home/apt,2,1.0,1.0,1.0,29,1125,1,0,4.91,4.95,4.95,4.96,4.97,4.98,4.78,,f,$35.00,Fast,1.0,1.0,False,True,False
within a day,67%,100%,f,Jamaica Plain,t,42.31016,-71.10582,Other,Private room,2,1.0,2.0,1.0,29,31,0,0,4.88,4.87,4.84,4.97,4.98,4.77,4.83,STR-399287,f,$100.00,Moderate,0.67,1.0,False,True,False
within an hour,100%,100%,f,East Boston,t,42.38679,-71.00271,Other,Private room,4,2.5,1.0,3.0,91,365,0,0,4.38,4.71,4.36,4.83,4.58,4.81,4.56,,f,$42.00,Fast,1.0,1.0,False,True,False
within an hour,100%,93%,t,Roslindale,t,42.28969,-71.13183,Other,Private room,2,1.5,1.0,2.0,3,1125,10,1,4.91,4.88,4.81,4.96,4.97,4.79,4.87,STR-522159,f,$95.00,Fast,1.0,0.93,True,True,False
within an hour,100%,78%,t,South End,f,42.33765,-71.07434,Other,Entire home/apt,4,1.0,2.0,1.0,29,180,4,1,4.83,4.94,4.89,4.91,4.94,4.81,4.75,,f,$35.00,Fast,1.0,0.78,True,False,False
within a day,90%,92%,t,Jamaica Plain,t,42.31826,-71.09956,Other,Private room,2,1.0,1.0,1.0,2,10,31,4,4.93,4.98,5.0,4.93,4.91,4.76,4.92,STR-529704,f,$113.00,Moderate,0.9,0.92,True,True,False
within a few hours,98%,69%,t,North End,t,42.36721114,-71.05260244,Other,Entire home/apt,2,1.0,1.0,1.0,9,1125,1,0,4.72,4.82,4.92,4.77,4.75,4.9,4.73,STR-550229,f,$35.00,Fast,0.98,0.69,True,True,False
within an hour,100%,100%,t,South Boston,f,42.3357,-71.05395,House,Entire home/apt,7,1.5,3.0,3.0,1,29,134,11,4.91,4.94,4.95,4.97,4.97,4.75,4.83,STR-383708,t,$512.00,Fast,1.0,1.0,True,False,True
within an hour,100%,100%,t,Jamaica Plain,t,42.30385,-71.1151,Other,Entire home/apt,2,1.0,1.0,1.0,3,1125,40,3,4.94,4.95,4.98,4.97,4.99,4.88,4.9,STR-539703,t,$135.00,Fast,1.0,1.0,True,True,True
within an hour,100%,96%,t,Jamaica Plain,f,42.3106,-71.10853,Other,Entire home/apt,6,2.5,2.0,4.0,2,14,29,5,4.87,4.87,4.91,4.89,4.91,5.0,4.71,STR-522672,f,$240.00,Fast,1.0,0.96,True,False,False
within an hour,100%,100%,f,Back Bay,t,42.35491,-71.07463,Other,Entire home/apt,2,1.0,1.0,1.0,91,365,0,0,4.8,4.6,4.73,4.8,4.73,5.0,4.8,,f,$35.00,Fast,1.0,1.0,False,True,False
within a few hours,98%,69%,t,North End,t,42.36674772,-71.05288415,Apartment,Entire home/apt,2,1.0,0.0,1.0,29,1125,0,0,4.93,4.96,5.0,4.86,4.93,5.0,4.79,Exempt: This listing is a unit used for furnished institutional or business stays,f,$169.00,Fast,0.98,0.69,True,True,False
within a few hours,100%,100%,f,Dorchester,t,42.28547,-71.06799,Other,Private room,1,1.0,1.0,1.0,91,91,2,0,5.0,4.92,5.0,5.0,5.0,4.54,4.92,,f,$69.00,Fast,1.0,1.0,False,True,False
within a day,100%,62%,f,Jamaica Plain,t,42.31246,-71.10793,Other,Private room,1,1.0,1.0,1.0,29,120,1,0,4.69,4.75,4.58,4.85,4.9,4.85,4.62,STR-416301,f,$105.00,Moderate,1.0,0.62,False,True,False
within an hour,99%,97%,t,Roxbury,t,42.32971,-71.0931,Other,Private room,3,1.0,1.0,2.0,2,110,88,3,4.95,4.98,4.98,4.97,4.97,4.66,4.83,STR-538100,f,$138.00,Fast,0.99,0.97,True,True,False
within a few hours,100%,76%,t,South End,t,42.34128,-71.07607,Other,Entire home/apt,2,1.0,0.0,1.0,33,1125,3,0,4.71,4.85,4.63,4.93,4.89,4.81,4.57,,f,$125.00,Fast,1.0,0.76,True,True,False
within an hour,100%,92%,f,Roslindale,t,42.28925,-71.13875,Other,Entire home/apt,3,1.0,1.0,2.0,20,1125,0,0,4.34,4.54,4.55,4.78,4.75,4.53,4.32,STR-558236,f,$73.00,Fast,1.0,0.92,False,True,False
within an hour,100%,100%,f,Dorchester,f,42.33678,-71.15237,Other,Entire home/apt,2,1.0,1.0,1.0,91,1125,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,$35.00,Fast,1.0,1.0,False,False,False
within a few hours,100%,100%,f,East Boston,t,42.38829,-71.00437,Other,Private room,1,1.0,1.0,1.0,100,1125,0,0,4.4,5.0,4.2,4.6,4.8,4.6,4.0,,f,$100.00,Fast,1.0,1.0,False,True,False
within an hour,100%,100%,f,Jamaica Plain,t,42.31128,-71.10981,Other,Private room,2,1.0,1.0,1.0,91,1125,0,0,4.84,4.88,4.86,4.94,4.95,4.845,4.72,,f,$35.00,Fast,1.0,1.0,False,True,False
within a few hours,100%,76%,t,South End,t,42.34128,-71.07607,Other,Entire home/apt,5,1.0,2.0,3.0,33,1125,4,0,4.82,4.94,4.75,4.96,4.94,4.9,4.76,,f,$150.00,Fast,1.0,0.76,True,True,False
within a few hours,100%,76%,t,South End,t,42.34128,-71.07607,Other,Entire home/apt,4,1.0,1.0,2.0,31,1125,3,0,4.83,4.9,4.77,4.93,4.89,4.9,4.73,,f,$125.00,Fast,1.0,0.76,True,True,False
within a few hours,100%,75%,f,Allston-Brighton,t,42.35309,-71.14822,House,Entire home/apt,5,2.0,3.0,4.0,45,270,1,0,4.58,4.67,4.5,4.92,4.92,4.67,4.58,,f,$150.00,Fast,1.0,0.75,False,True,False
within an hour,99%,97%,t,Roxbury,t,42.32942,-71.09149,Other,Private room,1,1.0,1.0,1.0,2,110,71,6,4.94,4.96,4.97,4.97,4.95,4.66,4.85,STR-538100,f,$109.00,Fast,0.99,0.97,True,True,False
within an hour,99%,97%,t,Roxbury,t,42.32965,-71.0932,Other,Private room,1,1.0,1.0,1.0,2,110,74,4,4.93,4.93,4.97,4.98,4.98,4.69,4.77,STR-538100,f,$101.00,Fast,0.99,0.97,True,True,False
within an hour,100%,99%,t,Roxbury,t,42.32397,-71.09085,Other,Entire home/apt,8,1.5,3.0,4.0,3,90,6,0,4.73,4.86,4.82,4.88,4.83,4.33,4.76,STR-446652,t,$315.00,Fast,1.0,0.99,True,True,True
within an hour,99%,97%,t,Roxbury,t,42.32967,-71.09328,Other,Entire home/apt,3,1.0,0.0,2.0,2,64,120,8,4.9,4.91,4.98,4.95,4.96,4.66,4.75,STR-538100,f,$148.00,Fast,0.99,0.97,True,True,False
within an hour,98%,0%,f,Roxbury,t,42.31676,-71.08,Other,Private room,1,2.0,1.0,1.0,91,1125,0,0,4.86,5.0,4.86,5.0,5.0,3.86,4.86,,f,$40.00,Fast,0.98,0.0,False,True,False
within an hour,98%,0%,f,Roxbury,t,42.31676,-71.08,Other,Private room,1,1.0,2.0,1.0,91,1125,0,0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,,f,$39.00,Fast,0.98,0.0,False,True,False
within an hour,100%,87%,t,West End,t,42.36452,-71.06928,Other,Entire home/apt,5,2.0,2.0,2.0,75,1125,0,0,4.71,4.76,4.82,4.82,4.82,4.88,4.59,Exempt: This listing is a unit used for furnished institutional or business stays,f,$423.00,Fast,1.0,0.87,True,True,False
within an hour,100%,100%,t,East Boston,t,42.378693,-71.035088,Other,Entire home/apt,8,1.0,2.0,9.0,1,1125,66,8,4.85,4.88,4.87,4.95,4.91,4.67,4.67,STR-398048,f,$254.00,Fast,1.0,1.0,True,True,False
within an hour,98%,0%,f,Roxbury,t,42.31676,-71.08,Other,Private room,1,2.0,2.0,1.0,91,1000,0,0,4.5,5.0,4.0,5.0,4.75,3.5,4.75,,f,$39.00,Fast,0.98,0.0,False,True,False
within a few hours,100%,89%,t,Allston-Brighton,t,42.34341,-71.15451,Other,Entire home/apt,1,1.0,1.0,1.0,91,1125,3,1,5.0,5.0,4.84,5.0,4.95,5.0,4.84,,f,$60.00,Fast,1.0,0.89,True,True,False
within an hour,100%,100%,t,Allston-Brighton,t,42.34765,-71.15509,House,Entire home/apt,12,2.0,5.0,6.0,2,30,19,1,4.89,4.86,4.84,4.96,4.94,4.86,4.86,STR-470547,t,$343.00,Fast,1.0,1.0,True,True,True
within a few hours,100%,88%,f,Hyde Park,t,42.2563,-71.12762,Other,Entire home/apt,6,1.0,2.0,1.0,29,1125,6,0,4.65,4.75,4.87,4.91,4.83,4.42,4.75,STR-544913,f,$35.00,Fast,1.0,0.88,False,True,False
within an hour,100%,100%,f,Allston-Brighton,t,42.35914,-71.13348,Other,Private room,2,1.0,1.0,1.0,91,1125,0,0,5.0,4.67,4.0,5.0,5.0,5.0,5.0,,t,$35.00,Fast,1.0,1.0,False,True,True
within an hour,100%,100%,f,Allston-Brighton,t,42.35111,-71.16529,Other,Private room,1,1.0,1.0,1.0,91,1125,1,0,4.78,4.93,4.63,4.96,5.0,4.89,4.81,,f,$75.00,Fast,1.0,1.0,False,True,False
within an hour,90%,91%,f,Mattapan,t,42.27667,-71.08169,Other,Private room,1,1.0,1.0,1.0,30,180,4,0,4.78,4.78,4.52,4.91,5.0,4.78,4.78,STR-416068,f,$29.00,Fast,0.9,0.91,False,True,False
within an hour,100%,100%,t,Jamaica Plain,t,42.32352199,-71.10688328,Other,Entire home/apt,2,1.0,0.0,1.0,29,1125,33,1,4.66,4.78,4.83,4.88,4.86,4.51,4.72,STR-545228,f,$98.00,Fast,1.0,1.0,True,True,False
within an hour,100%,62%,t,Beacon Hill,t,42.36122,-71.06629,Other,Entire home/apt,3,1.0,2.0,1.0,2,1125,21,1,4.96,4.97,4.96,4.91,4.98,4.99,4.85,STR-522925,f,$35.00,Fast,1.0,0.62,True,True,False
within an hour,100%,90%,t,South Boston,t,42.33257,-71.02959,House,Entire home/apt,4,1.5,2.0,2.0,3,1125,20,1,4.92,4.9,4.96,4.97,5.0,4.9,4.75,STR-536179,f,$375.00,Fast,1.0,0.9,True,True,False
within an hour,100%,99%,t,Allston-Brighton,t,42.35779,-71.13347,Other,Entire home/apt,10,2.5,4.0,5.0,1,1125,48,5,4.91,4.92,4.91,4.97,4.97,4.9,4.82,STR-411261,f,$490.00,Fast,1.0,0.99,True,True,False
within an hour,100%,0%,f,Dorchester,t,42.31124,-71.06551,Other,Private room,1,2.0,5.0,7.0,29,1125,0,0,4.85,4.85,4.65,4.9,4.9,4.45,4.82,STR-415034,f,$85.00,Fast,1.0,0.0,False,True,False
within a day,100%,62%,f,Jamaica Plain,t,42.31327,-71.10811,Other,Private room,1,1.0,1.0,1.0,30,90,4,0,4.79,4.79,4.38,4.91,4.85,4.88,4.71,STR-416301,f,$70.00,Moderate,1.0,0.62,False,True,False
within an hour,88%,100%,f,South Boston,f,42.33034,-71.05802,Other,Private room,2,1.0,1.0,1.0,5,29,15,1,4.61,4.69,4.64,4.8,4.76,4.51,4.57,STR-524662,t,$71.00,Fast,0.88,1.0,False,False,True
within an hour,100%,100%,t,Roxbury,t,42.34041,-71.08384,Other,Entire home/apt,4,1.5,2.0,2.0,29,365,0,0,4.98,4.97,4.98,4.97,4.99,4.86,4.9,Exempt: This listing is a unit used for furnished institutional or business stays,f,$600.00,Fast,1.0,1.0,True,True,False
within a few hours,100%,84%,f,Leather District,f,42.35217566,-71.05775149,Other,Entire home/apt,3,1.0,1.0,1.0,3,365,8,1,5.0,5.0,5.0,4.88,5.0,5.0,5.0,STR-542679,f,$529.00,Fast,1.0,0.84,False,False,False
within an hour,100%,100%,t,Jamaica Plain,t,42.30542,-71.10409,Other,Entire home/apt,4,1.0,2.0,3.0,2,31,63,4,4.92,4.95,4.96,4.99,4.98,4.82,4.86,STR-446628,f,$194.00,Fast,1.0,1.0,True,True,False
within an hour,100%,100%,t,South End,t,42.34024,-71.07483,Other,Entire home/apt,6,2.5,3.0,4.0,5,1125,10,1,5.0,4.97,5.0,4.97,5.0,4.93,4.86,STR-470244,f,$900.00,Fast,1.0,1.0,True,True,False
within an hour,98%,0%,f,Roxbury,t,42.31681,-71.08001,Other,Private room,1,1.0,1.0,1.0,91,1125,0,0,5.0,5.0,4.5,5.0,5.0,4.83,5.0,,f,$39.00,Fast,0.98,0.0,False,True,False
within an hour,100%,100%,t,Mattapan,t,42.31163,-71.06351,Other,Entire home/apt,4,1.0,3.0,1.0,29,1125,1,0,4.81,4.9,4.87,4.95,4.94,4.49,4.83,,f,$35.00,Fast,1.0,1.0,True,True,False
within a day,50%,0%,f,Roslindale,t,42.28629,-71.13839,House,Entire home/apt,3,1.0,2.0,2.0,29,1125,0,0,4.64,4.64,4.56,4.76,4.72,4.64,4.52,STR-445527,f,$155.00,Moderate,0.5,0.0,False,True,False
within an hour,100%,100%,f,East Boston,t,42.38455,-71.00217,House,Entire home/apt,4,1.0,2.0,1.0,91,1125,0,0,4.85,4.92,4.85,4.81,4.85,4.69,4.77,,f,$35.00,Fast,1.0,1.0,False,True,False
within an hour,98%,0%,f,Roxbury,t,42.31676,-71.08,Other,Private room,1,2.0,2.0,1.0,91,1125,0,0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,,f,$39.00,Fast,0.98,0.0,False,True,False
within an hour,100%,99%,t,Mission Hill,t,42.33211,-71.09842,Other,Entire home/apt,6,2.0,3.0,3.0,3,29,28,3,4.88,4.89,4.92,4.96,4.93,4.53,4.82,STR446658,f,$338.00,Fast,1.0,0.99,True,True,False
within an hour,100%,99%,t,Mission Hill,t,42.3285,-71.09608,Other,Entire home/apt,4,1.0,0.0,2.0,3,60,2,0,4.79,4.81,4.83,4.87,4.8,4.52,4.79,STR-446656,f,$179.00,Fast,1.0,0.99,True,True,False
within a day,100%,50%,f,Charlestown,t,42.38118,-71.06073,House,Entire home/apt,5,3.0,4.0,3.0,3,730,3,0,4.97,4.97,4.94,5.0,4.97,4.94,4.87,STR-526971,f,$575.00,Moderate,1.0,0.5,False,True,False
within an hour,100%,100%,f,South Boston,t,42.33286,-71.04506,Other,Entire home/apt,3,1.0,0.0,2.0,3,365,22,3,4.85,4.88,4.86,4.96,4.96,4.88,4.76,STR-398153,f,$250.00,Fast,1.0,1.0,False,True,False
within an hour,100%,91%,t,Dorchester,t,42.36726,-71.05424,Apartment,Entire home/apt,4,1.5,2.0,2.0,3,60,25,5,4.98,4.98,4.99,4.96,5.0,4.99,4.91,STR-388064,f,$330.00,Fast,1.0,0.91,True,True,False
within an hour,100%,100%,f,South Boston,t,42.33284,-71.04685,House,Entire home/apt,5,1.0,2.0,1.0,91,1125,0,0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,f,$35.00,Fast,1.0,1.0,False,True,False
within an hour,100%,96%,t,Allston-Brighton,t,42.3605,-71.12633,Other,Private room,2,1.0,1.0,1.0,3,90,33,2,4.89,4.95,4.92,4.96,4.94,4.75,4.8,STR-383892,f,$73.00,Fast,1.0,0.96,True,True,False
within an hour,100%,78%,t,Roslindale,t,42.28516,-71.13772,Other,Private room,1,1.0,1.0,1.0,31,365,0,0,4.95,4.97,4.96,4.98,4.96,4.84,4.94,STR-396424,f,$59.00,Fast,1.0,0.78,True,True,False
within a day,100%,89%,t,Back Bay,t,42.35009,-71.07023,Other,Entire home/apt,6,2.5,3.0,2.0,91,120,0,0,5.0,5.0,5.0,5.0,5.0,5.0,4.79,,f,$568.00,Moderate,1.0,0.89,True,True,False
within an hour,100%,100%,f,South End,t,42.34459,-71.06999,Other,Private room,2,1.0,1.0,1.0,91,1125,0,0,4.84,4.88,4.86,4.94,4.95,4.845,4.72,,f,$35.00,Fast,1.0,1.0,False,True,False
within an hour,100%,96%,t,Allston-Brighton,t,42.3605,-71.12633,Other,Private room,2,1.0,1.0,1.0,75,365,4,0,4.81,4.94,4.92,4.9,4.86,4.64,4.74,,f,$69.00,Fast,1.0,0.96,True,True,False
within an hour,100%,100%,t,Dorchester,f,42.32426,-71.05869,Other,Entire home/apt,2,1.0,1.0,1.0,2,45,14,2,4.95,4.84,4.89,4.84,5.0,4.74,5.0,STR-455594,f,$229.00,Fast,1.0,1.0,True,False,False
within an hour,100%,100%,t,Back Bay,f,42.35964,-71.07094,Other,Entire home/apt,7,2.0,4.0,5.0,7,365,11,2,4.97,4.96,4.94,5.0,5.0,4.99,4.82,STR-441399,t,"$1,071.00",Fast,1.0,1.0,True,False,True
within an hour,100%,99%,t,Mission Hill,t,42.32966,-71.09597,Other,Entire home/apt,4,1.0,0.0,2.0,3,90,18,1,4.7,4.81,4.89,4.92,4.8,4.59,4.6,STR-446654,f,$176.00,Fast,1.0,0.99,True,True,False
within a few hours,100%,100%,t,Allston-Brighton,t,42.35483,-71.13694,Other,Private room,1,1.0,1.0,1.0,91,1125,0,0,3.71,4.0,4.14,4.43,4.43,4.29,4.0,STR-404592,f,$35.00,Fast,1.0,1.0,True,True,False
within a few hours,100%,100%,f,Back Bay,t,42.35262,-71.07899,Other,Entire home/apt,1,1.0,0.0,1.0,91,1125,0,0,4.81,4.86,4.75,4.96,4.96,4.95,4.67,,f,$115.00,Fast,1.0,1.0,False,True,False
within a day,100%,100%,f,Allston-Brighton,t,42.35848,-71.12972,Other,Private room,2,1.0,1.0,1.0,2,1125,0,0,3.67,4.0,3.33,4.67,5.0,3.67,3.67,STR-416314,f,$250.00,Moderate,1.0,1.0,False,True,False
within a few hours,100%,99%,t,Jamaica Plain,t,42.31583,-71.11448,Other,Private room,2,1.0,1.0,1.0,2,1125,65,7,4.98,4.99,4.98,4.97,4.99,4.96,4.92,STR-411564,f,$129.00,Fast,1.0,0.99,True,True,False
within an hour,100%,100%,t,Dorchester,t,42.31984,-71.10569,Other,Private room,1,1.0,1.0,1.0,3,60,21,1,4.82,4.91,4.81,4.92,4.88,4.66,4.83,STR-529435,t,$65.00,Fast,1.0,1.0,True,True,True
within an hour,100%,100%,f,West Roxbury,t,42.28951,-71.15657,Other,Private room,1,1.5,1.0,1.0,3,30,2,1,4.81,4.92,4.85,4.92,4.94,4.75,4.78,STR-397953,f,$60.00,Fast,1.0,1.0,False,True,False
within a few hours,75%,46%,f,Jamaica Plain,t,42.31584,-71.09932,House,Entire home/apt,12,2.5,5.0,7.0,29,1125,3,0,4.59,4.6,4.49,4.85,4.8,4.18,4.51,STR-416102,f,$350.00,Fast,0.75,0.46,False,True,False
within a few hours,100%,76%,t,South End,t,42.34144,-71.0763,Other,Entire home/apt,4,1.0,1.0,1.0,29,1125,1,0,4.83,4.89,4.65,4.93,4.95,4.9,4.62,,f,$140.00,Fast,1.0,0.76,True,True,False
within an hour,100%,97%,t,Jamaica Plain,t,42.29828,-71.11048,Apartment,Entire home/apt,10,1.0,5.0,1.0,3,29,29,3,4.91,4.93,4.98,4.96,4.96,4.77,4.77,STR-445893,f,$35.00,Fast,1.0,0.97,True,True,False
within an hour,88%,100%,f,South Boston,f,42.33034,-71.05802,Other,Private room,2,1.0,1.0,1.0,5,29,18,1,4.6,4.6,4.56,4.82,4.81,4.53,4.54,STR-524662,f,$69.00,Fast,0.88,1.0,False,False,False
within an hour,100%,100%,t,Roxbury,t,42.32932,-71.08925,Other,Entire home/apt,2,1.0,1.0,1.0,3,30,17,1,4.8,4.83,4.79,4.93,4.89,4.59,4.68,STR-546631,t,$162.00,Fast,1.0,1.0,True,True,True
within a day,100%,70%,f,Roslindale,t,42.28411,-71.11693,Other,Private room,1,1.0,1.0,1.0,29,1125,2,0,4.73,4.6,4.33,5.0,4.93,4.53,4.67,,f,$50.00,Moderate,1.0,0.7,False,True,False
within a few hours,100%,39%,f,Dorchester,t,42.34791,-71.04196,Other,Private room,2,1.0,1.0,1.0,29,1125,0,0,4.87,4.94,4.91,4.95,4.95,4.97,4.84,STR-416477,f,$35.00,Fast,1.0,0.39,False,True,False
within an hour,100%,95%,f,Allston-Brighton,t,42.34118,-71.14678,Other,Entire home/apt,3,1.0,1.0,3.0,29,1125,4,0,4.51,4.7,4.68,4.62,4.68,4.89,4.51,Exempt: This listing is a unit used for furnished institutional or business stays,f,$195.00,Fast,1.0,0.95,False,True,False
within an hour,100%,100%,f,Charlestown,t,42.37639,-71.06389,Other,Entire home/apt,4,1.0,1.0,1.0,91,1125,0,0,4.71,4.75,4.79,4.79,4.75,4.75,4.5,,f,$35.00,Fast,1.0,1.0,False,True,False
within an hour,100%,100%,f,Dorchester,t,42.34991,-71.06164,Other,Entire home/apt,2,1.0,1.0,1.0,91,365,1,0,4.89,4.89,4.78,4.89,4.89,4.78,4.67,,f,$35.00,Fast,1.0,1.0,False,True,False
within a few hours,100%,88%,t,Dorchester,t,42.31392,-71.06137,Other,Entire home/apt,4,1.0,1.0,2.0,2,40,23,2,4.92,4.91,4.83,4.93,4.89,4.71,4.77,STR-547060,f,$160.00,Fast,1.0,0.88,True,True,False
within an hour,100%,83%,t,South End,t,42.33768,-71.07624,Other,Entire home/apt,4,1.0,1.0,1.0,29,365,2,0,4.89,4.92,4.9,4.94,4.93,4.77,4.75,,f,$35.00,Fast,1.0,0.83,True,True,False
within an hour,98%,0%,f,Roxbury,t,42.31676,-71.08,Other,Private room,1,2.0,1.0,1.0,91,1000,0,0,4.91,4.7,4.9,4.9,4.9,4.4,5.0,,f,$35.00,Fast,0.98,0.0,False,True,False
within an hour,98%,0%,f,Roxbury,t,42.31676,-71.08,Other,Private room,1,2.0,2.0,1.0,91,1000,0,0,4.6,5.0,4.4,4.8,5.0,3.6,4.2,,f,$39.00,Fast,0.98,0.0,False,True,False
within a few hours,100%,0%,f,Dorchester,t,42.34512,-71.09479,Other,Entire home/apt,2,1.0,1.0,1.0,91,250,0,0,4.92,4.94,4.77,4.96,4.97,4.96,4.89,,f,$185.00,Fast,1.0,0.0,False,True,False
within an hour,100%,100%,f,Jamaica Plain,f,42.31927,-71.11325,Other,Private room,2,1.0,1.0,1.0,91,1125,0,0,4.84,4.88,4.86,4.94,4.95,4.845,4.72,,f,$35.00,Fast,1.0,1.0,False,False,False
within a few hours,100%,91%,t,Dorchester,t,42.30849,-71.11721,Apartment,Entire home/apt,2,1.0,2.0,1.0,29,1125,5,0,4.98,4.95,5.0,5.0,5.0,4.98,4.8,STR-445548,f,$304.00,Fast,1.0,0.91,True,True,False
within an hour,100%,100%,f,Jamaica Plain,t,42.32132,-71.10957,Other,Entire home/apt,4,1.0,2.0,1.0,91,1125,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,$35.00,Fast,1.0,1.0,False,True,False
within an hour,100%,100%,f,Charlestown,t,42.38239,-71.06393,Other,Private room,2,1.0,1.0,1.0,91,1125,0,0,4.75,5.0,4.63,5.0,5.0,4.75,4.88,,f,$200.00,Fast,1.0,1.0,False,True,False
within a day,100%,70%,f,Roslindale,t,42.28249,-71.1146,Other,Private room,2,1.0,1.0,1.0,29,1125,0,0,4.59,4.5,4.27,4.82,4.77,4.5,4.64,,f,$50.00,Moderate,1.0,0.7,False,True,False
within an hour,98%,0%,f,Roxbury,t,42.31676,-71.08,Other,Private room,1,2.0,2.0,1.0,91,1000,0,0,4.71,4.71,4.57,4.86,4.86,4.14,4.57,,f,$35.00,Fast,0.98,0.0,False,True,False
within an hour,98%,0%,f,Roxbury,t,42.31676,-71.08,Other,Private room,1,2.0,2.0,1.0,91,1124,0,0,4.83,4.67,4.5,4.67,5.0,4.33,4.67,,f,$35.00,Fast,0.98,0.0,False,True,False
within a day,100%,83%,f,Dorchester,t,42.29325,-71.05707,Other,Private room,2,1.0,1.0,1.0,29,365,1,0,4.79,4.86,4.79,4.9,4.91,4.59,4.77,STR-397983,f,$55.00,Moderate,1.0,0.83,False,True,False
within a day,100%,83%,f,Dorchester,t,42.29348,-71.05569,Other,Private room,2,1.0,1.0,1.0,29,365,2,0,4.9,4.91,4.87,4.97,4.96,4.68,4.84,STR-397983,f,$106.00,Moderate,1.0,0.83,False,True,False
within an hour,100%,100%,f,Fenway/Kenmore,t,42.34687,-71.09051,Other,Entire home/apt,3,1.0,1.0,1.0,91,1124,0,0,5.0,5.0,4.53,4.93,4.8,4.93,4.93,,f,$35.00,Fast,1.0,1.0,False,True,False
within an hour,100%,100%,f,Dorchester,f,42.31236,-71.08133,House,Entire home/apt,3,1.0,1.0,1.0,91,365,0,0,4.67,4.81,4.84,4.81,4.8,4.39,4.75,STR-564649,f,$35.00,Fast,1.0,1.0,False,False,False
within an hour,100%,98%,t,Jamaica Plain,t,42.31572,-71.10847,Other,Entire home/apt,4,1.0,1.0,4.0,2,28,51,2,4.88,4.9,4.91,4.98,4.98,4.9,4.85,STR-460147,f,$98.00,Fast,1.0,0.98,True,True,False
within an hour,100%,100%,f,Dorchester,t,42.36207,-71.06885,Other,Private room,1,1.0,1.0,1.0,91,1125,0,0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,f,$35.00,Fast,1.0,1.0,False,True,False
within an hour,100%,96%,t,Allston-Brighton,t,42.34532,-71.13829,House,Entire home/apt,6,1.0,3.0,3.0,3,28,23,1,4.97,4.97,4.97,5.0,4.98,4.82,4.89,STR-532114,f,$277.00,Fast,1.0,0.96,True,True,False
within an hour,100%,99%,t,South Boston,t,42.33053,-71.05388,Other,Entire home/apt,2,1.0,1.0,1.0,4,30,59,2,4.83,4.92,4.94,4.96,4.92,4.75,4.73,STR-398119,f,$180.00,Fast,1.0,0.99,True,True,False
within an hour,100%,100%,f,Allston-Brighton,t,42.35976,-71.13372,Other,Private room,2,1.0,1.0,1.0,91,1125,0,0,4.77,4.69,4.62,4.69,4.69,4.69,4.77,,f,$35.00,Fast,1.0,1.0,False,True,False
within a day,100%,70%,f,Roslindale,t,42.28413,-71.11671,Other,Private room,1,1.0,1.0,1.0,29,1125,0,0,4.14,4.43,4.29,4.43,4.14,4.0,4.14,,f,$50.00,Moderate,1.0,0.7,False,True,False
within a few hours,100%,100%,f,Fenway/Kenmore,t,42.35105,-71.09488,Apartment,Entire home/apt,1,1.0,1.0,1.0,91,365,0,0,4.53,4.6,4.13,4.8,4.87,4.93,4.27,,f,$235.00,Fast,1.0,1.0,False,True,False
within an hour,100%,100%,t,Beacon Hill,t,42.35623,-71.07023,Other,Entire home/apt,7,2.5,4.0,5.0,4,30,30,3,4.97,4.98,4.96,4.96,4.99,5.0,4.88,STR-410129,f,$721.00,Fast,1.0,1.0,True,True,False
within a few hours,100%,76%,t,South End,t,42.34128,-71.07607,Other,Entire home/apt,4,1.0,1.0,2.0,30,1125,4,1,4.89,4.9,4.79,4.97,4.89,4.9,4.58,,f,$125.00,Fast,1.0,0.76,True,True,False
